head,relation,tail
缺棱掉角,appear_on_location,底板
缺棱掉角,appear_on_location,端板
缺棱掉角,affect_compnent,钢筋笼
缺棱掉角,has_Measures,预留的4个钢筋起吊环上，保证钢筋笼在水平方向上不发生偏移，
缺棱掉角,has_Measures,外弧向上，内弧向下，不可随便摆放，不可乱挂吊点，防止成型的
缺棱掉角,has_Measures,出现扭曲变形情况
缺棱掉角,appear_on_location,拱顶
缺棱掉角,has_Measures,实时监控体系
缺棱掉角,has_Measures,钢筋骨架用四点吊钩吊至指定区域按型号堆放整齐
缺棱掉角,has_Measures,应立即开展螺栓松动位置复核并形成整改记录。
缺棱掉角,affect_compnent,预埋件
缺棱掉角,affect_compnent,环片
缺棱掉角,has_Measures,应立即开展偏位错台位置复核并形成整改记录。
缺棱掉角,has_Measures,管片养护：①、按工艺规定，控制好静、升、恒、降四阶段蒸养过程，规范如实填写蒸养记录
缺棱掉角,appear_on_location,接口处
缺棱掉角,has_Measures,要求施工班组对蜂窝麻面区域区域实施临时支护措施。
缺棱掉角,appear_on_location,外侧拱部
缺棱掉角,has_Measures,质量检查表
缺棱掉角,has_Measures,对孔洞缺陷处部位已安排专项验收，请相关责任人签字确认。
缺棱掉角,has_Measures,监理抽检
缺棱掉角,affect_compnent,钢筋笼骨架
缺棱掉角,affect_compnent,钢筋骨架
缺棱掉角,has_Measures,"制定设备机具保养手册,定期对设备进行保养"
缺棱掉角,has_Measures,质量验收记录
缺棱掉角,has_Measures,质量员复核
缺棱掉角,affect_compnent,管片
缺棱掉角,affect_compnent,拱顶管片
缺棱掉角,has_Measures,应立即开展裂缝扩展段复核并形成整改记录。
缺棱掉角,appear_on_location,混凝土的切割端面
缺棱掉角,appear_on_location,构件靠模的侧面
缺棱掉角,has_Measures,当地铁管片浇筑成型后，不可急于脱模操作，而是要观察对应试块在同等条件下的养护情况，检验其具体的抗压强度系数是否符合脱模参数指标，如果达到可脱模性能再进行脱模以及吊运
缺棱掉角,has_Measures,"二次振捣周边混凝土,以提高排气"
缺棱掉角,has_Measures,对密封不严部位部位已安排专项验收，请相关责任人签字确认。
缺棱掉角,appear_on_location,止水槽侧面
缺棱掉角,has_Measures,需对裂缝扩展段部位加强巡查并做好风险提示牌。
缺棱掉角,has_Measures,建议对密封不严部位进行加固处理并上报监理。
缺棱掉角,has_Measures,应立即开展掉角破损处复核并形成整改记录。
缺棱掉角,appear_on_location,盾构始发段
缺棱掉角,appear_on_location,左线三十环
缺棱掉角,appear_on_location,3号盾构井
缺棱掉角,appear_on_location,内面侧
缺棱掉角,appear_on_location,下行线十五环
缺棱掉角,has_Measures,现场已下发裂缝扩展段整改通知单，需跟踪闭合。
缺棱掉角,has_Measures,应立即开展蜂窝麻面区域复核并形成整改记录。
缺棱掉角,has_Measures,需对密封不严部位部位加强巡查并做好风险提示牌。
缺棱掉角,has_Measures,体积稍大的先凿除蜂窝处松散混凝土颗粒，用水洗刷干净后再用水泥砂浆掺修补胶修补
缺棱掉角,appear_on_location,拱腰位置
缺棱掉角,has_Measures,过程中，必须确保混凝土的配合比例精准，严格按照设计要求进行搅拌，混凝土的成型也需要注意各种细节，以保证管片的质量
缺棱掉角,has_Measures,"做好施工人员的技术交底和培训工作,定期进行考核"
缺棱掉角,affect_compnent,终止环管片
缺棱掉角,appear_on_location,右线十环
缺棱掉角,affect_compnent,螺栓孔
缺棱掉角,has_Measures,监理停工令
缺棱掉角,appear_on_location,钢筋表面
缺棱掉角,has_Measures,制定详细的验收标准及抽检计划
缺棱掉角,has_Measures,钢筋要保持平直没有局部的弯折现象
缺棱掉角,has_Measures,管片应按生产日期及型号排列堆放整齐
缺棱掉角,has_Measures,现场已下发渗漏水点整改通知单，需跟踪闭合。
缺棱掉角,has_Measures,在混凝土浇注过程中还要密切观察
缺棱掉角,has_Measures,是否偏移、脱落、变形等，如发现上述问题要及时修正，问题较严重修正困难时，要及时通知预制厂负责人
缺棱掉角,has_Measures,密实而不离析
缺棱掉角,has_Measures,在养护期间，应严格控制管片的养护环境，保持养护温度和湿度的稳定，并定期检测管片的强度发展情况，养护效果的稳定和可靠
缺棱掉角,appear_on_location,右线五十环
缺棱掉角,has_Measures,需对孔洞缺陷处部位加强巡查并做好风险提示牌。
缺棱掉角,has_Measures,制定严格的升降温制度
缺棱掉角,has_Measures,混凝土工程冬期施工时，需对混凝土生产人员进行专门培训，严格按冬期施工规范要求进行混凝土的生产和浇筑
缺棱掉角,appear_on_location,左线一环
缺棱掉角,has_Measures,检漏检验：每50环抽查1块
缺棱掉角,has_Measures,焊机工作电流不得大于300
缺棱掉角,affect_compnent,焊丝盘
缺棱掉角,has_Measures,现场已下发偏位错台位置整改通知单，需跟踪闭合。
缺棱掉角,has_Measures,严格控制混凝土搅拌与成型环节，以提高钢纤维混凝土管片的生产质量
缺棱掉角,appear_on_location,管片侧面
缺棱掉角,appear_on_location,端面
缺棱掉角,has_Measures,对偏位错台位置部位已安排专项验收，请相关责任人签字确认。
缺棱掉角,appear_on_location,拱脚位置
缺棱掉角,appear_on_location,上行线二十环
缺棱掉角,has_Measures,监理旁站
缺棱掉角,affect_compnent,止水条
缺棱掉角,has_Measures,移位的现象应该及时停止加工进程，以快捷高效的手段处理这些突发问题后，抢在混凝土开始凝结之前再次恢复加工，这样可以避免一些突发状况下由于人员的松懈大意造成的产品损耗浪费，同时也能够保证加工效率
缺棱掉角,has_Measures,在生产过程中通过调节水温进行混凝土生产温度控制生产，冬天加热水夏天加冰水来保证混凝土温度，让气泡比较利于排出
缺棱掉角,has_Measures,过程的温度控制，确保管片降温速率，试验室及时跟踪管片
缺棱掉角,has_Measures,水池养护过程中要覆盖水池并保证水温在（20±2）
缺棱掉角,has_Measures,加强沟通做好交接班记录
缺棱掉角,has_Measures,对螺栓松动位置部位已安排专项验收，请相关责任人签字确认。
缺棱掉角,appear_on_location,右线四十二环
缺棱掉角,has_Measures,建议对渗漏水点进行加固处理并上报监理。
缺棱掉角,appear_on_location,底板中部
缺棱掉角,has_Measures,加大管理人员的现场监督力度
缺棱掉角,has_Measures,建议对蜂窝麻面区域进行加固处理并上报监理。
缺棱掉角,affect_compnent,拼缝
缺棱掉角,appear_on_location,内弯弧面
缺棱掉角,appear_on_location,右面端面
缺棱掉角,has_Measures,采用固定台座法生产大直径管片时，应采用聚羧酸高性能或高效
缺棱掉角,has_Measures,调整凝结时间的早强成分不得使用早强剂代替
缺棱掉角,has_Measures,通过对钢筋混凝土管片生产工艺与质量管理的研究，通过加强原材料管理、实施生产过程中的实时监控、完善缺陷修复机制等手段，有效提升了管片的质量稳定性
缺棱掉角,has_Measures,现场已下发蜂窝麻面区域整改通知单，需跟踪闭合。
缺棱掉角,has_Measures,需对掉角破损处部位加强巡查并做好风险提示牌。
缺棱掉角,has_Measures,模具在发货前及进厂后必须分别按钢模的加工合同进行其宽度、弧弦长、对角线、环面角度等精度控制指标进行验收与检测
缺棱掉角,has_Measures,模具必须采用专门的车辆进行运输
缺棱掉角,affect_compnent,键槽管片
焊丝盘,has_Activity,振捣
焊丝盘,has_Activity,粘模
焊丝盘,has_Activity,下料
焊丝盘,has_Activity,脱模
焊丝盘,has_Activity,收面
焊丝盘,has_Activity,养护
焊丝盘,has_Activity,蒸汽养护
焊丝盘,has_Activity,漫水养护
焊丝盘,has_Activity,搅拌
焊丝盘,has_Activity,浇筑
焊丝盘,has_Activity,静停
焊丝盘,has_Activity,蒸养
焊丝盘,has_Activity,混凝土振捣
焊丝盘,has_Activity,浇筑振捣
蜂窝空洞,has_Measures,在浇筑以后利用振捣棒充分
蜂窝空洞,affect_compnent,环管片
蜂窝空洞,has_Measures,要求施工班组对螺栓松动位置区域实施临时支护措施。
蜂窝空洞,appear_on_location,混凝土表面
蜂窝空洞,appear_on_location,侧墙
蜂窝空洞,appear_on_location,左线32环
蜂窝空洞,has_Measures,要求施工班组对裂缝扩展段区域实施临时支护措施。
蜂窝空洞,affect_compnent,止水带
蜂窝空洞,has_Measures,安排人员每天测定环境
蜂窝空洞,appear_on_location,注浆孔附近
蜂窝空洞,appear_on_location,盾构到达段
蜂窝空洞,appear_on_location,止水槽
蜂窝空洞,has_Measures,要求施工班组对孔洞缺陷处区域实施临时支护措施。
蜂窝空洞,affect_compnent,加宽管片
蜂窝空洞,has_Measures,班组自检
蜂窝空洞,appear_on_location,右线15环
蜂窝空洞,has_Measures,及时调整混凝土
蜂窝空洞,has_Measures,搅拌时先投入砂、石和水，再加入水泥，避免水泥直接与热水搅拌，以免产生假凝现象
蜂窝空洞,has_Measures,"厚大型管片宜采取分层振捣的方式,根据模具大小合理布置附着式振动器,合理设定振动频率,以保障混凝土浇筑质量"
蜂窝空洞,appear_on_location,侧模
蜂窝空洞,has_Measures,对蜂窝麻面区域部位已安排专项验收，请相关责任人签字确认。
蜂窝空洞,appear_on_location,底板
蜂窝空洞,appear_on_location,端板
蜂窝空洞,affect_compnent,钢筋笼
蜂窝空洞,has_Measures,预留的4个钢筋起吊环上，保证钢筋笼在水平方向上不发生偏移，
蜂窝空洞,has_Measures,外弧向上，内弧向下，不可随便摆放，不可乱挂吊点，防止成型的
蜂窝空洞,has_Measures,出现扭曲变形情况
蜂窝空洞,appear_on_location,拱顶
蜂窝空洞,has_Measures,实时监控体系
蜂窝空洞,has_Measures,钢筋骨架用四点吊钩吊至指定区域按型号堆放整齐
蜂窝空洞,has_Measures,应立即开展螺栓松动位置复核并形成整改记录。
蜂窝空洞,affect_compnent,预埋件
蜂窝空洞,affect_compnent,环片
蜂窝空洞,has_Measures,应立即开展偏位错台位置复核并形成整改记录。
蜂窝空洞,has_Measures,管片养护：①、按工艺规定，控制好静、升、恒、降四阶段蒸养过程，规范如实填写蒸养记录
蜂窝空洞,appear_on_location,接口处
蜂窝空洞,has_Measures,要求施工班组对蜂窝麻面区域区域实施临时支护措施。
蜂窝空洞,appear_on_location,外侧拱部
蜂窝空洞,has_Measures,质量检查表
蜂窝空洞,has_Measures,对孔洞缺陷处部位已安排专项验收，请相关责任人签字确认。
蜂窝空洞,has_Measures,监理抽检
蜂窝空洞,affect_compnent,钢筋笼骨架
蜂窝空洞,affect_compnent,钢筋骨架
蜂窝空洞,has_Measures,"制定设备机具保养手册,定期对设备进行保养"
蜂窝空洞,has_Measures,质量验收记录
蜂窝空洞,has_Measures,质量员复核
蜂窝空洞,affect_compnent,管片
蜂窝空洞,affect_compnent,拱顶管片
蜂窝空洞,has_Measures,应立即开展裂缝扩展段复核并形成整改记录。
蜂窝空洞,appear_on_location,混凝土的切割端面
蜂窝空洞,appear_on_location,构件靠模的侧面
蜂窝空洞,has_Measures,当地铁管片浇筑成型后，不可急于脱模操作，而是要观察对应试块在同等条件下的养护情况，检验其具体的抗压强度系数是否符合脱模参数指标，如果达到可脱模性能再进行脱模以及吊运
蜂窝空洞,has_Measures,"二次振捣周边混凝土,以提高排气"
蜂窝空洞,has_Measures,对密封不严部位部位已安排专项验收，请相关责任人签字确认。
蜂窝空洞,appear_on_location,止水槽侧面
蜂窝空洞,has_Measures,需对裂缝扩展段部位加强巡查并做好风险提示牌。
蜂窝空洞,has_Measures,建议对密封不严部位进行加固处理并上报监理。
蜂窝空洞,has_Measures,应立即开展掉角破损处复核并形成整改记录。
蜂窝空洞,appear_on_location,盾构始发段
蜂窝空洞,appear_on_location,左线三十环
蜂窝空洞,appear_on_location,3号盾构井
蜂窝空洞,appear_on_location,内面侧
蜂窝空洞,appear_on_location,下行线十五环
蜂窝空洞,has_Measures,现场已下发裂缝扩展段整改通知单，需跟踪闭合。
蜂窝空洞,has_Measures,应立即开展蜂窝麻面区域复核并形成整改记录。
蜂窝空洞,has_Measures,需对密封不严部位部位加强巡查并做好风险提示牌。
蜂窝空洞,has_Measures,体积稍大的先凿除蜂窝处松散混凝土颗粒，用水洗刷干净后再用水泥砂浆掺修补胶修补
蜂窝空洞,appear_on_location,拱腰位置
蜂窝空洞,has_Measures,过程中，必须确保混凝土的配合比例精准，严格按照设计要求进行搅拌，混凝土的成型也需要注意各种细节，以保证管片的质量
蜂窝空洞,has_Measures,"做好施工人员的技术交底和培训工作,定期进行考核"
蜂窝空洞,affect_compnent,终止环管片
蜂窝空洞,appear_on_location,右线十环
蜂窝空洞,affect_compnent,螺栓孔
蜂窝空洞,has_Measures,监理停工令
蜂窝空洞,appear_on_location,钢筋表面
蜂窝空洞,has_Measures,制定详细的验收标准及抽检计划
蜂窝空洞,has_Measures,钢筋要保持平直没有局部的弯折现象
蜂窝空洞,has_Measures,管片应按生产日期及型号排列堆放整齐
蜂窝空洞,has_Measures,现场已下发渗漏水点整改通知单，需跟踪闭合。
蜂窝空洞,has_Measures,在混凝土浇注过程中还要密切观察
蜂窝空洞,has_Measures,是否偏移、脱落、变形等，如发现上述问题要及时修正，问题较严重修正困难时，要及时通知预制厂负责人
蜂窝空洞,has_Measures,密实而不离析
蜂窝空洞,has_Measures,在养护期间，应严格控制管片的养护环境，保持养护温度和湿度的稳定，并定期检测管片的强度发展情况，养护效果的稳定和可靠
蜂窝空洞,appear_on_location,右线五十环
蜂窝空洞,has_Measures,需对孔洞缺陷处部位加强巡查并做好风险提示牌。
蜂窝空洞,has_Measures,制定严格的升降温制度
蜂窝空洞,has_Measures,混凝土工程冬期施工时，需对混凝土生产人员进行专门培训，严格按冬期施工规范要求进行混凝土的生产和浇筑
蜂窝空洞,appear_on_location,左线一环
蜂窝空洞,has_Measures,检漏检验：每50环抽查1块
蜂窝空洞,has_Measures,焊机工作电流不得大于300
蜂窝空洞,affect_compnent,焊丝盘
蜂窝空洞,has_Measures,现场已下发偏位错台位置整改通知单，需跟踪闭合。
蜂窝空洞,has_Measures,严格控制混凝土搅拌与成型环节，以提高钢纤维混凝土管片的生产质量
蜂窝空洞,appear_on_location,管片侧面
蜂窝空洞,appear_on_location,端面
蜂窝空洞,has_Measures,对偏位错台位置部位已安排专项验收，请相关责任人签字确认。
蜂窝空洞,appear_on_location,拱脚位置
蜂窝空洞,appear_on_location,上行线二十环
蜂窝空洞,has_Measures,监理旁站
蜂窝空洞,affect_compnent,止水条
蜂窝空洞,has_Measures,移位的现象应该及时停止加工进程，以快捷高效的手段处理这些突发问题后，抢在混凝土开始凝结之前再次恢复加工，这样可以避免一些突发状况下由于人员的松懈大意造成的产品损耗浪费，同时也能够保证加工效率
蜂窝空洞,has_Measures,在生产过程中通过调节水温进行混凝土生产温度控制生产，冬天加热水夏天加冰水来保证混凝土温度，让气泡比较利于排出
蜂窝空洞,has_Measures,过程的温度控制，确保管片降温速率，试验室及时跟踪管片
蜂窝空洞,has_Measures,水池养护过程中要覆盖水池并保证水温在（20±2）
蜂窝空洞,has_Measures,加强沟通做好交接班记录
蜂窝空洞,has_Measures,对螺栓松动位置部位已安排专项验收，请相关责任人签字确认。
蜂窝空洞,appear_on_location,右线四十二环
蜂窝空洞,has_Measures,建议对渗漏水点进行加固处理并上报监理。
蜂窝空洞,appear_on_location,底板中部
蜂窝空洞,has_Measures,加大管理人员的现场监督力度
蜂窝空洞,has_Measures,建议对蜂窝麻面区域进行加固处理并上报监理。
蜂窝空洞,affect_compnent,拼缝
蜂窝空洞,appear_on_location,内弯弧面
蜂窝空洞,appear_on_location,右面端面
蜂窝空洞,has_Measures,采用固定台座法生产大直径管片时，应采用聚羧酸高性能或高效
蜂窝空洞,has_Measures,调整凝结时间的早强成分不得使用早强剂代替
蜂窝空洞,has_Measures,通过对钢筋混凝土管片生产工艺与质量管理的研究，通过加强原材料管理、实施生产过程中的实时监控、完善缺陷修复机制等手段，有效提升了管片的质量稳定性
蜂窝空洞,has_Measures,现场已下发蜂窝麻面区域整改通知单，需跟踪闭合。
蜂窝空洞,has_Measures,需对掉角破损处部位加强巡查并做好风险提示牌。
蜂窝空洞,has_Measures,模具在发货前及进厂后必须分别按钢模的加工合同进行其宽度、弧弦长、对角线、环面角度等精度控制指标进行验收与检测
蜂窝空洞,has_Measures,模具必须采用专门的车辆进行运输
蜂窝空洞,affect_compnent,键槽管片
静停,use_material,浆液
静停,use_equipment,刀盘电机
静停,use_material,混凝土
静停,use_equipment,螺栓拧紧机
静停,control_Parameter,环片拼装间隙强度等级
静停,control_Parameter,温湿度
静停,cause_Hazards,端面破损
静停,use_equipment,液压千斤顶
静停,use_equipment,模具
静停,use_material,掺合料
静停,control_Parameter,配合比
静停,use_material,减水剂
静停,use_equipment,测量传感器
静停,cause_Hazards,偏位错台
静停,use_material,脱模剂
静停,use_material,水泥
静停,use_equipment,驱动电机
静停,control_Parameter,螺栓预紧力
静停,control_Parameter,拼装间隙厚度测量值
静停,use_equipment,注浆泵
静停,use_equipment,钢模
静停,use_material,外加剂
静停,cause_Hazards,接缝开裂
静停,control_Parameter,焊接时间
静停,control_Parameter,螺栓预紧力含量
静停,use_material,外加剂掺量
静停,use_material,钢筋间距
静停,use_material,止水带材质
静停,cause_Hazards,掉皮
静停,use_material,钢筋
静停,control_Parameter,螺栓预紧力强度等级
静停,control_Parameter,密封垫压缩量
静停,use_equipment,顶推油缸
静停,use_material,混凝土配合比
静停,control_Parameter,试压强度
静停,control_Parameter,设计强度
静停,use_material,粉煤灰
静停,use_material,钢筋保护层厚度
静停,control_Parameter,钢筋间距压力
静停,control_Parameter,螺栓预紧力压力
静停,use_equipment,振捣棒
静停,control_Parameter,温差
静停,control_Parameter,湿养强度
静停,cause_Hazards,孔洞缺陷
静停,control_Parameter,坍落度
静停,cause_Hazards,掉角破损
静停,cause_Hazards,密封不严
静停,control_Parameter,蒸发量
静停,use_material,防水材料
静停,control_Parameter,混凝土保护层含量
静停,control_Parameter,环片拼装间隙厚度测量值
静停,control_Parameter,水胶比
静停,control_Parameter,厚度
静停,use_equipment,振动器
静停,use_equipment,振动棒
静停,use_equipment,震动台
静停,control_Parameter,静停时间
静停,control_Parameter,振捣时间
静停,control_Parameter,水灰比
静停,control_Parameter,注浆压力
静停,use_equipment,土压传感器
静停,use_material,骨料
静停,use_material,钢纤维
静停,control_Parameter,螺栓预紧力厚度
静停,control_Parameter,处理时间
静停,control_Parameter,升降温速度
静停,control_Parameter,光面时间
静停,use_equipment,同步千斤顶
静停,use_equipment,蒸养罩
静停,use_equipment,拼装机
静停,control_Parameter,环片拼装间隙压力
静停,cause_Hazards,裂缝扩展
静停,use_material,橡胶
静停,control_Parameter,混凝土保护层厚度
静停,use_material,钢筋锈蚀
静停,use_material,浆液配比
静停,cause_Hazards,渗漏水
静停,control_Parameter,湿度
静停,control_Parameter,水养时间
静停,use_material,集料
静停,cause_Hazards,隧道漏水
静停,use_equipment,模板
静停,control_Parameter,湿度差
静停,control_Parameter,注浆量压力
静停,use_material,混凝土强度
静停,cause_Hazards,混凝土剥落
静停,control_Parameter,抗压强度
静停,control_Parameter,环片拼装间隙压力读数波动较大，记录峰值38k[UNK]a。
静停,control_Parameter,环片拼装间隙厚度
静停,use_equipment,水泥厂
静停,use_material,助磨剂
静停,use_material,木钙
静停,control_Parameter,养护温度
浮浆,has_Measures,在浇筑以后利用振捣棒充分
浮浆,affect_compnent,环管片
浮浆,has_Measures,要求施工班组对螺栓松动位置区域实施临时支护措施。
浮浆,appear_on_location,混凝土表面
浮浆,appear_on_location,侧墙
浮浆,appear_on_location,左线32环
浮浆,has_Measures,要求施工班组对裂缝扩展段区域实施临时支护措施。
浮浆,affect_compnent,止水带
浮浆,has_Measures,安排人员每天测定环境
浮浆,appear_on_location,注浆孔附近
浮浆,appear_on_location,盾构到达段
浮浆,appear_on_location,止水槽
浮浆,has_Measures,要求施工班组对孔洞缺陷处区域实施临时支护措施。
浮浆,affect_compnent,加宽管片
浮浆,has_Measures,班组自检
浮浆,appear_on_location,右线15环
浮浆,has_Measures,及时调整混凝土
浮浆,has_Measures,搅拌时先投入砂、石和水，再加入水泥，避免水泥直接与热水搅拌，以免产生假凝现象
浮浆,has_Measures,"厚大型管片宜采取分层振捣的方式,根据模具大小合理布置附着式振动器,合理设定振动频率,以保障混凝土浇筑质量"
浮浆,appear_on_location,侧模
浮浆,has_Measures,对蜂窝麻面区域部位已安排专项验收，请相关责任人签字确认。
浮浆,appear_on_location,底板
浮浆,appear_on_location,端板
浮浆,affect_compnent,钢筋笼
浮浆,has_Measures,预留的4个钢筋起吊环上，保证钢筋笼在水平方向上不发生偏移，
浮浆,has_Measures,外弧向上，内弧向下，不可随便摆放，不可乱挂吊点，防止成型的
浮浆,has_Measures,出现扭曲变形情况
浮浆,appear_on_location,拱顶
浮浆,has_Measures,实时监控体系
浮浆,has_Measures,钢筋骨架用四点吊钩吊至指定区域按型号堆放整齐
浮浆,has_Measures,应立即开展螺栓松动位置复核并形成整改记录。
浮浆,affect_compnent,预埋件
浮浆,affect_compnent,环片
浮浆,has_Measures,应立即开展偏位错台位置复核并形成整改记录。
浮浆,has_Measures,管片养护：①、按工艺规定，控制好静、升、恒、降四阶段蒸养过程，规范如实填写蒸养记录
浮浆,appear_on_location,接口处
浮浆,has_Measures,要求施工班组对蜂窝麻面区域区域实施临时支护措施。
浮浆,appear_on_location,外侧拱部
浮浆,has_Measures,质量检查表
浮浆,has_Measures,对孔洞缺陷处部位已安排专项验收，请相关责任人签字确认。
浮浆,has_Measures,监理抽检
浮浆,affect_compnent,钢筋笼骨架
浮浆,affect_compnent,钢筋骨架
浮浆,has_Measures,"制定设备机具保养手册,定期对设备进行保养"
浮浆,has_Measures,质量验收记录
浮浆,has_Measures,质量员复核
浮浆,affect_compnent,管片
浮浆,affect_compnent,拱顶管片
浮浆,has_Measures,应立即开展裂缝扩展段复核并形成整改记录。
浮浆,appear_on_location,混凝土的切割端面
浮浆,appear_on_location,构件靠模的侧面
浮浆,has_Measures,当地铁管片浇筑成型后，不可急于脱模操作，而是要观察对应试块在同等条件下的养护情况，检验其具体的抗压强度系数是否符合脱模参数指标，如果达到可脱模性能再进行脱模以及吊运
浮浆,has_Measures,"二次振捣周边混凝土,以提高排气"
浮浆,has_Measures,对密封不严部位部位已安排专项验收，请相关责任人签字确认。
浮浆,appear_on_location,止水槽侧面
浮浆,has_Measures,需对裂缝扩展段部位加强巡查并做好风险提示牌。
浮浆,has_Measures,建议对密封不严部位进行加固处理并上报监理。
浮浆,has_Measures,应立即开展掉角破损处复核并形成整改记录。
浮浆,appear_on_location,盾构始发段
浮浆,appear_on_location,左线三十环
浮浆,appear_on_location,3号盾构井
浮浆,appear_on_location,内面侧
浮浆,appear_on_location,下行线十五环
浮浆,has_Measures,现场已下发裂缝扩展段整改通知单，需跟踪闭合。
浮浆,has_Measures,应立即开展蜂窝麻面区域复核并形成整改记录。
浮浆,has_Measures,需对密封不严部位部位加强巡查并做好风险提示牌。
浮浆,has_Measures,体积稍大的先凿除蜂窝处松散混凝土颗粒，用水洗刷干净后再用水泥砂浆掺修补胶修补
浮浆,appear_on_location,拱腰位置
浮浆,has_Measures,过程中，必须确保混凝土的配合比例精准，严格按照设计要求进行搅拌，混凝土的成型也需要注意各种细节，以保证管片的质量
浮浆,has_Measures,"做好施工人员的技术交底和培训工作,定期进行考核"
浮浆,affect_compnent,终止环管片
浮浆,appear_on_location,右线十环
浮浆,affect_compnent,螺栓孔
浮浆,has_Measures,监理停工令
浮浆,appear_on_location,钢筋表面
浮浆,has_Measures,制定详细的验收标准及抽检计划
浮浆,has_Measures,钢筋要保持平直没有局部的弯折现象
浮浆,has_Measures,管片应按生产日期及型号排列堆放整齐
浮浆,has_Measures,现场已下发渗漏水点整改通知单，需跟踪闭合。
浮浆,has_Measures,在混凝土浇注过程中还要密切观察
浮浆,has_Measures,是否偏移、脱落、变形等，如发现上述问题要及时修正，问题较严重修正困难时，要及时通知预制厂负责人
浮浆,has_Measures,密实而不离析
浮浆,has_Measures,在养护期间，应严格控制管片的养护环境，保持养护温度和湿度的稳定，并定期检测管片的强度发展情况，养护效果的稳定和可靠
浮浆,appear_on_location,右线五十环
浮浆,has_Measures,需对孔洞缺陷处部位加强巡查并做好风险提示牌。
浮浆,has_Measures,制定严格的升降温制度
浮浆,has_Measures,混凝土工程冬期施工时，需对混凝土生产人员进行专门培训，严格按冬期施工规范要求进行混凝土的生产和浇筑
浮浆,appear_on_location,左线一环
浮浆,has_Measures,检漏检验：每50环抽查1块
浮浆,has_Measures,焊机工作电流不得大于300
浮浆,affect_compnent,焊丝盘
浮浆,has_Measures,现场已下发偏位错台位置整改通知单，需跟踪闭合。
浮浆,has_Measures,严格控制混凝土搅拌与成型环节，以提高钢纤维混凝土管片的生产质量
浮浆,appear_on_location,管片侧面
浮浆,appear_on_location,端面
浮浆,has_Measures,对偏位错台位置部位已安排专项验收，请相关责任人签字确认。
浮浆,appear_on_location,拱脚位置
浮浆,appear_on_location,上行线二十环
浮浆,has_Measures,监理旁站
浮浆,affect_compnent,止水条
浮浆,has_Measures,移位的现象应该及时停止加工进程，以快捷高效的手段处理这些突发问题后，抢在混凝土开始凝结之前再次恢复加工，这样可以避免一些突发状况下由于人员的松懈大意造成的产品损耗浪费，同时也能够保证加工效率
浮浆,has_Measures,在生产过程中通过调节水温进行混凝土生产温度控制生产，冬天加热水夏天加冰水来保证混凝土温度，让气泡比较利于排出
浮浆,has_Measures,过程的温度控制，确保管片降温速率，试验室及时跟踪管片
浮浆,has_Measures,水池养护过程中要覆盖水池并保证水温在（20±2）
浮浆,has_Measures,加强沟通做好交接班记录
浮浆,has_Measures,对螺栓松动位置部位已安排专项验收，请相关责任人签字确认。
浮浆,appear_on_location,右线四十二环
浮浆,has_Measures,建议对渗漏水点进行加固处理并上报监理。
浮浆,appear_on_location,底板中部
浮浆,has_Measures,加大管理人员的现场监督力度
浮浆,has_Measures,建议对蜂窝麻面区域进行加固处理并上报监理。
浮浆,affect_compnent,拼缝
浮浆,appear_on_location,内弯弧面
浮浆,appear_on_location,右面端面
浮浆,has_Measures,采用固定台座法生产大直径管片时，应采用聚羧酸高性能或高效
浮浆,has_Measures,调整凝结时间的早强成分不得使用早强剂代替
浮浆,has_Measures,通过对钢筋混凝土管片生产工艺与质量管理的研究，通过加强原材料管理、实施生产过程中的实时监控、完善缺陷修复机制等手段，有效提升了管片的质量稳定性
浮浆,has_Measures,现场已下发蜂窝麻面区域整改通知单，需跟踪闭合。
浮浆,has_Measures,需对掉角破损处部位加强巡查并做好风险提示牌。
浮浆,has_Measures,模具在发货前及进厂后必须分别按钢模的加工合同进行其宽度、弧弦长、对角线、环面角度等精度控制指标进行验收与检测
浮浆,has_Measures,模具必须采用专门的车辆进行运输
浮浆,affect_compnent,键槽管片
龟裂纹,has_Measures,在浇筑以后利用振捣棒充分
龟裂纹,affect_compnent,环管片
龟裂纹,has_Measures,要求施工班组对螺栓松动位置区域实施临时支护措施。
龟裂纹,appear_on_location,混凝土表面
龟裂纹,appear_on_location,侧墙
龟裂纹,appear_on_location,左线32环
龟裂纹,has_Measures,要求施工班组对裂缝扩展段区域实施临时支护措施。
龟裂纹,affect_compnent,止水带
龟裂纹,has_Measures,安排人员每天测定环境
龟裂纹,appear_on_location,注浆孔附近
龟裂纹,appear_on_location,盾构到达段
龟裂纹,appear_on_location,止水槽
龟裂纹,has_Measures,要求施工班组对孔洞缺陷处区域实施临时支护措施。
龟裂纹,affect_compnent,加宽管片
龟裂纹,has_Measures,班组自检
龟裂纹,appear_on_location,右线15环
龟裂纹,has_Measures,及时调整混凝土
龟裂纹,has_Measures,搅拌时先投入砂、石和水，再加入水泥，避免水泥直接与热水搅拌，以免产生假凝现象
龟裂纹,has_Measures,"厚大型管片宜采取分层振捣的方式,根据模具大小合理布置附着式振动器,合理设定振动频率,以保障混凝土浇筑质量"
龟裂纹,appear_on_location,侧模
龟裂纹,has_Measures,对蜂窝麻面区域部位已安排专项验收，请相关责任人签字确认。
龟裂纹,appear_on_location,底板
龟裂纹,appear_on_location,端板
